Country,State,District,Year,District And Taluk Court Case Type,Date Of Extraction,Pending Cases For A Period Of 0 To 1 Years (UOM:Number),Pending Cases For A Period Of 1 To 3 Years (UOM:Number),Pending Cases For A Period Of 3 To 5 Years (UOM:Number),Pending Cases For A Period Of 5 To 10 Years (UOM:Number),Pending Cases For A Period Of 10 To 20 Years (UOM:Number),Pending Cases For A Period Of 20 To 30 Years (UOM:Number),Pending Cases Over 30 Years (UOM:Number),Pending Cases (UOM:Number),Original Pending Cases (UOM:Number),Pending Appeal Cases (UOM:Number),Pending Application Cases (UOM:Number),Pending Execution Cases (UOM:Number),Cases Pending At Appearance Or Service-Related Stage (UOM:Number),Cases Pending At Compliance Or Steps Or Stay Stage (UOM:Number),Cases Pending At Evidence Or Argument Or Judgement Stage (UOM:Number),Cases Pending At Pleadings Or Issues Or Charge Stage (UOM:Number),Cases Instituted In Last Month (UOM:Number),Cases Disposed In Last Month (UOM:Number),Cases Filed By Senior Citizens (UOM:Number),Cases Filed By Women (UOM:Number),Cases Delayed In Disposal (UOM:Number)
India,Haryana,Hisar,"Calendar Year (Jan - Dec), 2023",Criminal,18-Jan-2023,15670,17454,8185,2362,15,0,0,43686,39865,1847,1974,0,22091,550,19545,1473,2205,1918,895,3310,16028
India,Jammu And Kashmir,Doda,"Calendar Year (Jan - Dec), 2023",Civil,18-Jan-2023,797,1025,599,307,22,1,0,2751,2165,46,454,86,1039,383,1106,211,91,74,583,255,67
India,Gujarat,Arvalli,"Calendar Year (Jan - Dec), 2023",Criminal,18-Jan-2023,5665,3507,2234,1437,498,148,15,13504,11986,283,1235,0,6266,136,6659,241,583,526,609,819,6861
India,Kerala,Wayanad,"Calendar Year (Jan - Dec), 2023",Criminal,18-Jan-2023,8619,6149,2844,2979,73,1,0,20665,19084,143,1438,0,11791,5184,2016,1097,1053,871,257,804,713
India,Gujarat,Bharuch,"Calendar Year (Jan - Dec), 2023",Total,18-Jan-2023,18020,13412,9421,6881,1799,405,32,49970,41262,2209,4419,2080,22682,1562,22709,2591,2797,3511,3476,4159,18214
India,Karnataka,Bengaluru Urban,"Calendar Year (Jan - Dec), 2023",Civil,18-Jan-2023,35336,31080,20539,15664,4963,403,67,108052,83531,463,5134,18925,43656,6525,51727,2536,3923,3470,14002,24229,48904
India,Bihar,Muzaffarpur,"Calendar Year (Jan - Dec), 2023",Criminal,18-Jan-2023,15411,31135,33765,39518,31913,5584,694,158020,142427,817,1939,0,99526,3837,50290,2487,2154,1428,3474,11145,113362
India,Karnataka,Udupi,"Calendar Year (Jan - Dec), 2023",Criminal,18-Jan-2023,5784,5253,4462,3552,554,3,0,19608,18027,334,1247,0,9105,1199,6194,1975,946,970,866,699,13316
India,Karnataka,Kodagu,"Calendar Year (Jan - Dec), 2023",Criminal,18-Jan-2023,4346,4091,2421,1648,182,5,0,12693,11078,385,1231,0,6068,690,4615,692,914,810,747,619,3811
India,Gujarat,Bhavnagar,"Calendar Year (Jan - Dec), 2023",Civil,18-Jan-2023,5950,5421,3802,2977,1292,282,1,19725,11625,625,1258,6217,9125,1091,7517,1150,703,1165,1408,981,7988
India,Haryana,Palwal,"Calendar Year (Jan - Dec), 2023",Criminal,18-Jan-2023,6227,7291,6759,2737,16,1,0,23031,20973,477,1581,0,10149,243,11332,1306,1485,1245,622,1659,2485
India,Madhya Pradesh,Raisen,"Calendar Year (Jan - Dec), 2023",Civil,18-Jan-2023,1059,690,465,247,65,0,1,2527,1792,225,0,510,0,261,530,1735,98,162,468,406,840
India,Haryana,Sonipat,"Calendar Year (Jan - Dec), 2023",Civil,18-Jan-2023,7808,8427,6569,3659,59,0,0,26522,18764,1270,1581,4907,12690,2467,8557,2808,727,599,5482,4148,7446
India,Kerala,Idukki,"Calendar Year (Jan - Dec), 2023",Total,18-Jan-2023,25079,33567,10786,3991,265,57,0,73745,69092,717,1920,1945,39199,12846,5249,4299,3222,2275,2673,3693,13184
India,Bihar,Saran,"Calendar Year (Jan - Dec), 2023",Total,18-Jan-2023,14512,29308,34211,46436,28205,5268,692,158632,151847,2154,3257,1373,86153,7091,54139,2393,1785,1451,10856,10545,125633
India,Kerala,Kannur,"Calendar Year (Jan - Dec), 2023",Civil,18-Jan-2023,11643,9203,5014,2461,496,43,9,28869,20171,1605,517,5208,4976,9086,2714,4860,1526,1038,6144,7727,119
India,Karnataka,Mysuru,"Calendar Year (Jan - Dec), 2023",Total,18-Jan-2023,34867,31034,26262,26110,3046,33,2,121354,96962,5295,10350,8747,40362,11878,45477,6347,5104,4214,17463,20339,51287
India,Jharkhand,West Singhbhum,"Calendar Year (Jan - Dec), 2023",Civil,18-Jan-2023,270,117,144,88,31,5,2,657,473,47,44,93,151,227,248,31,23,52,80,201,193
India,Delhi,East,"Calendar Year (Jan - Dec), 2023",Civil,18-Jan-2023,6516,4050,3246,2673,257,3,0,16745,9906,239,3755,2845,1055,1,15060,629,848,1158,1200,2665,6757
India,Jammu And Kashmir,Anantnag,"Calendar Year (Jan - Dec), 2023",Civil,18-Jan-2023,2085,2047,1078,653,152,12,0,6027,4348,160,90,309,2871,715,1452,149,215,80,820,544,1
India,Jharkhand,Gumla,"Calendar Year (Jan - Dec), 2023",Criminal,18-Jan-2023,2322,2239,1806,2274,308,22,0,8971,8450,149,368,0,2726,192,5408,451,541,529,106,341,5291
India,Madhya Pradesh,Katni,"Calendar Year (Jan - Dec), 2023",Criminal,18-Jan-2023,6947,10436,7504,6515,48,2,0,31452,28656,268,2528,0,154,283,14117,16879,2447,1322,284,1387,11482
India,Karnataka,Bidar,"Calendar Year (Jan - Dec), 2023",Civil,18-Jan-2023,4259,3697,2494,1759,235,11,2,12457,8788,948,168,2553,5841,531,5238,506,506,339,2754,2405,3585
India,Kerala,Kozhikode,"Calendar Year (Jan - Dec), 2023",Civil,18-Jan-2023,14931,9308,2889,1352,234,31,13,28758,20767,955,568,5718,6378,10622,2624,4030,1948,1109,5878,7022,182
India,Gujarat,Mahisagar,"Calendar Year (Jan - Dec), 2023",Criminal,18-Jan-2023,3195,1972,1065,862,308,27,0,7429,6538,17,874,0,3640,90,3322,267,341,466,190,700,698
India,Madhya Pradesh,Damoh,"Calendar Year (Jan - Dec), 2023",Total,18-Jan-2023,7200,8597,5048,1933,36,12,1,22827,20551,560,1299,417,0,445,9746,12626,1840,1291,781,1394,8730
India,Rajasthan,Baran,"Calendar Year (Jan - Dec), 2023",Civil,18-Jan-2023,1407,1452,1098,1143,72,1,0,5173,3353,361,835,624,1655,851,2199,310,34,33,1009,811,2522
India,Punjab,Ferozepur,"Calendar Year (Jan - Dec), 2023",Civil,18-Jan-2023,5692,5320,2691,272,15,2,0,13992,9848,503,963,2677,6973,690,4677,1650,571,486,2180,1587,7365
India,Uttar Pradesh,Bulandshahr,"Calendar Year (Jan - Dec), 2023",Criminal,18-Jan-2023,22367,27115,21747,30069,17108,2862,453,121721,112217,520,8984,0,71315,3991,38301,8013,788,474,1569,8913,88823
India,Tripura,Gomati,"Calendar Year (Jan - Dec), 2023",Criminal,18-Jan-2023,1368,836,139,72,35,28,5,2483,2264,23,196,0,1038,136,1207,101,65,260,33,180,468
India,Odisha,Boudh,"Calendar Year (Jan - Dec), 2023",Civil,18-Jan-2023,311,308,267,153,21,1,1,1062,737,92,105,128,265,360,372,64,25,39,308,282,505
India,Odisha,Bhadrak,"Calendar Year (Jan - Dec), 2023",Criminal,18-Jan-2023,8720,12793,16174,18877,8670,1125,74,66433,63062,660,2707,0,24189,27356,11876,2287,649,435,902,2784,43827
India,Odisha,Dhenkanal,"Calendar Year (Jan - Dec), 2023",Criminal,18-Jan-2023,6836,7590,5877,5867,2379,213,2,28764,27595,167,1002,0,16366,5145,6476,335,1204,1332,250,738,17918
India,Manipur,Churachandpur,"Calendar Year (Jan - Dec), 2023",Civil,18-Jan-2023,48.60208358411485976307,17.05336266109293325020,6.82134506443717330008,9.37934946360111328761,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,81.85614077324607960096,75.88746384186355296339,4.26334066527323331255,0.00000000000000000000,1.70533626610929332502,0.00000000000000000000,9.37934946360111328761,43.48607478578697978801,1.70533626610929332502,11.08468572971040661263,11.08468572971040661263,10.23201759665575995012,15.34802639498363992518,11.08468572971040661263
India,Maharashtra,Wardha,"Calendar Year (Jan - Dec), 2023",Total,18-Jan-2023,19085,24862,19955,9468,342,14,5,73731,62600,1704,5220,4207,41097,8771,21025,2830,1194,901,3944,5647,18424
India,Uttar Pradesh,Varanasi,"Calendar Year (Jan - Dec), 2023",Civil,18-Jan-2023,9277,12658,10419,15931,6267,1114,578,56244,51368,2299,368,2002,21339,3948,24218,4833,0,0,6787,5574,30508
India,West Bengal,Nadia,"Calendar Year (Jan - Dec), 2023",Criminal,18-Jan-2023,18203,16815,13885,33684,19455,3596,913,106551,96741,934,7565,906,37340,4377,37461,11060,2536,2138,1937,14352,22
India,Tamil Nadu,Erode,"Calendar Year (Jan - Dec), 2023",Total,18-Jan-2023,14801.30530153698651732734,12872.23096364851611755781,10312.06507719000536828923,5745.69719466613159904868,945.01172648976340076144,22.97488071101464281565,1.00628035774455555419,44700.29142460016220135434,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,10822.83625863945411636962,10488.26742315013010012541,6203.21035465471540037409,6122.54204594371891528689,41995.16223028346791691685
India,Nagaland,Mokokchung,"Calendar Year (Jan - Dec), 2023",Civil,18-Jan-2023,30,13,5,3,1,0,0,52,52,0,0,0,0,0,24,22,2,0,4,20,0
India,Tamil Nadu,Kanniyakumari,"Calendar Year (Jan - Dec), 2023",Total,18-Jan-2023,19618,10854,9321,6204,1869,85,19,47970,6,0,0,0,6,0,0,0,8819,7345,3557,4199,21399
India,Uttar Pradesh,Bahraich,"Calendar Year (Jan - Dec), 2023",Total,18-Jan-2023,29241,64386,27453,22602,21155,4854,926,170617,150886,1028,18046,657,29706,676,102060,37443,2817,1372,7233,18569,261148
India,Uttar Pradesh,Kushi Nagar,"Calendar Year (Jan - Dec), 2023",Total,18-Jan-2023,25484,34151,23298,34519,36303,9913,1731,165399,157105,952,7062,281,91329,311,55865,11055,586,452,12457,17378,99159
India,Manipur,Imphal West,"Calendar Year (Jan - Dec), 2023",Civil,18-Jan-2023,1594,976,922,786,170,7,0,4455,2723,180,1306,242,379,417,3025,551,239,258,1198,912,1300
India,Tamil Nadu,Madurai,"Calendar Year (Jan - Dec), 2023",Criminal,18-Jan-2023,13754,8878,6604,7114,2021,185,3,38559,37179,662,723,0,9004,1604,12972,14771,4405,3314,572,1670,14544
India,Tamil Nadu,Erode,"Calendar Year (Jan - Dec), 2023",Criminal,18-Jan-2023,6213.39066451460397188684,5230.57117623534605814140,4648.69790292824399945363,3156.33430319455241900577,461.43704269724002458311,6.99097265511497171348,0.00000000000000000000,19717.42206222510144478423,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,9792.19637356322278379742,9576.62244478832465474675,953.24055451335875176797,879.24369903760512360827,18921.12759238157561275843
India,Uttarakhand,Pauri Garhwal,"Calendar Year (Jan - Dec), 2023",Total,18-Jan-2023,3134,2844,1000,453,17,0,0,7448,6942,354,9,143,4277,384,2246,517,477,443,453,484,214
India,Manipur,Senapati,"Calendar Year (Jan - Dec), 2023",Total,18-Jan-2023,117.93849082120764356742,35.73893661248716471740,21.44336196749229883044,36.33458555602861746269,2.38259577416581098116,0.00000000000000000000,0.00000000000000000000,213.83797073138153555911,153.67742743369480828482,2.38259577416581098116,41.09977710436023942501,12.50862781437050765109,16.67817041916067686812,15.48687253207777137754,117.93849082120764356742,12.50862781437050765109,13.69992570145341314167,11.31732992728760216051,25.61290457228246804747,19.65641513686794059457,53.01275597518929433081
India,Tamil Nadu,Namakkal,"Calendar Year (Jan - Dec), 2023",Criminal,18-Jan-2023,4117,3594,1927,1149,119,0,0,10906,0,0,0,0,0,0,0,0,4826,4905,502,379,10223
India,Manipur,Churachandpur,"Calendar Year (Jan - Dec), 2023",Criminal,18-Jan-2023,47.74941545106021310056,21.31670332636616656275,13.64269012887434660016,11.93735386276505327514,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,94.64616276906577953861,44.33874291884162645052,2.55800439916393998753,42.63340665273233312550,0.00000000000000000000,0.00000000000000000000,16.20069452803828658769,34.95939345524051316291,6.82134506443717330008,21.31670332636616656275,23.02203959247545988777,0.00000000000000000000,5.96867693138252663757,18.75869892720222657522
India,Uttar Pradesh,Ambedkar Nagar,"Calendar Year (Jan - Dec), 2023",Civil,18-Jan-2023,3684,5360,4320,4809,2417,702,147,21439,18520,556,2209,154,2003,686,12967,5720,306,312,7894,1547,28201
India,Odisha,Bargarh,"Calendar Year (Jan - Dec), 2023",Criminal,18-Jan-2023,5154,7296,8500,11966,5551,436,2,38905,37888,117,900,0,25794,2973,8153,1802,677,503,171,864,27943
India,Maharashtra,Pune,"Calendar Year (Jan - Dec), 2023",Criminal,18-Jan-2023,80719,146589,104469,76716,30403,7236,4216,450348,415430,4660,30261,2,230578,69792,57487,92367,12642,4230,8198,12048,132024
India,Tamil Nadu,Tirupathur,"Calendar Year (Jan - Dec), 2023",Civil,18-Jan-2023,3009.68077735332724814640,2644.73623076921122741470,1762.76220470280573458220,1483.79159679407041735350,444.39632439446784327930,23.71694860010502165600,6.81862272253019372610,9375.90270533651768615820,7055.49574667374262988930,202.48344867339662238810,32.31434246764309200630,2077.60469736919989706560,412.67490564182737681440,1798.93055131796589260760,4406.01612618451039814340,1806.34209775549871187510,336.48420826398999474450,372.65255487915015276990,1707.32383735006024646130,1987.77675454630212754350,5067.71899212744050234580
India,West Bengal,Alipurduar,"Calendar Year (Jan - Dec), 2023",Civil,18-Jan-2023,1692.30683326938380717445,1299.55302896113090994625,1103.56117955632627789806,1558.69352925471345880368,242.19817932342261995739,36.19495843625075719554,6.54589673847088162047,5939.05360553969871259584,5125.43714622270030882801,399.68475379604559541458,1.15515824796544969773,412.00644177434372552370,2314.16702342411756111910,1332.28251265348531804860,1817.06392404965237452929,433.56939573636545321466,150.94067773415209383672,97.80339832774140774114,842.11036276681282964517,1098.55549381514266254123,1079.30285634905183424573
India,Uttarakhand,Dehradun,"Calendar Year (Jan - Dec), 2023",Criminal,18-Jan-2023,36640,32995,14221,12455,2746,32,0,99089,90997,846,7055,0,77172,1623,18654,1635,3946,11307,952,2652,36
India,Manipur,Chandel,"Calendar Year (Jan - Dec), 2023",Civil,18-Jan-2023,25.89122081813263791608,2.94218418387870885410,2.94218418387870885410,2.94218418387870885410,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,34.71777336976876447838,8.23811571486038479148,0.00000000000000000000,10.59186306196335187476,0.58843683677574177082,2.94218418387870885410,0.00000000000000000000,17.06466826649651135378,0.58843683677574177082,5.88436836775741770820,4.11905785743019239574,10.00342622518761010394,1.76531051032722531246,4.70749469420593416656
India,Uttar Pradesh,Sultanpur,"Calendar Year (Jan - Dec), 2023",Civil,18-Jan-2023,4923.69040616868008014962,9269.29310632250731273411,7468.94449025405327248133,10349.75891867435214658503,8248.49672422524773395928,3092.54466480753687598660,776.34420008653934023730,44129.07251053891676213327,42093.25420733677682281678,743.62225446305710358267,675.61193610836853328089,493.39561145995764681197,1441.69042776401148554811,4885.19399955281862526182,27510.81538124845771131814,9830.69903613715352984786,278.45734118806452368842,214.29666349496209887542,10320.24500693552503117105,4957.05395856909334105238,28921.70868371978003295601
India,Maharashtra,Aurangabad,"Calendar Year (Jan - Dec), 2023",Total,18-Jan-2023,49460,55036,46128,44811,9290,1020,232,205977,159129,3599,21642,21607,128301,29476,41584,6613,5880,3080,12838,19082,116616
India,Rajasthan,Sirohi,"Calendar Year (Jan - Dec), 2023",Civil,18-Jan-2023,1496,1623,1428,1367,244,12,5,6175,5038,141,409,587,2942,800,1947,424,55,33,1060,1244,2946
India,Tamil Nadu,Ramanathapuram,"Calendar Year (Jan - Dec), 2023",Criminal,18-Jan-2023,6332,2587,2755,1692,514,46,2,13928,12985,54,889,0,4896,466,5184,3304,3893,3522,123,327,5634
India,Puducherry,Yanam,"Calendar Year (Jan - Dec), 2023",Total,18-Jan-2023,130,125,89,29,4,0,0,377,320,0,11,46,154,32,157,24,69,74,25,37,71
India,Punjab,Bathinda,"Calendar Year (Jan - Dec), 2023",Criminal,18-Jan-2023,8729,11264,6094,1120,23,0,0,27230,21863,1724,3643,0,9980,736,14827,1680,2028,2141,945,3305,4290
India,Tamil Nadu,Pudukkottai,"Calendar Year (Jan - Dec), 2023",Total,18-Jan-2023,6594,6467,4484,3900,1094,57,3,22599,0,1,0,0,0,0,0,1,916,1124,2756,2642,15945
India,Uttar Pradesh,Ayodhya,"Calendar Year (Jan - Dec), 2023",Criminal,18-Jan-2023,9081,26429,30517,20596,18066,3087,570,108346,100145,332,7855,18,35686,845,55755,3727,973,1000,916,1908,71993
India,Uttar Pradesh,Gonda,"Calendar Year (Jan - Dec), 2023",Criminal,18-Jan-2023,49565,37674,15679,21146,20552,6738,1304,152658,142073,439,10144,0,58578,726,68895,23626,4,0,2020,5860,63730
India,Punjab,Rupnagar,"Calendar Year (Jan - Dec), 2023",Civil,18-Jan-2023,4691,5085,3256,840,27,0,0,13899,8773,966,1183,2974,5371,1358,4581,2583,389,404,3664,2418,5144
India,Uttarakhand,Pithoragarh,"Calendar Year (Jan - Dec), 2023",Civil,18-Jan-2023,247,181,97,18,1,0,0,544,394,96,0,54,18,73,320,133,29,46,73,131,4
India,Uttar Pradesh,Gautam Buddha Nagar,"Calendar Year (Jan - Dec), 2023",Criminal,18-Jan-2023,462478,49870,33212,43604,26444,1067,66,616741,600031,877,13097,0,501823,1807,75380,4621,7224,5001,555,3782,112983
India,Tamil Nadu,Nagapattinam,"Calendar Year (Jan - Dec), 2023",Criminal,18-Jan-2023,1370.31907080330353553707,978.18238114386464166135,995.88899378267190449054,512.62802932351758483533,110.55836184230876303104,5.18242321135822326708,0.00000000000000000000,3972.75926010702465282241,0.00000000000000000000,0.00000000000000000000,0.43186860094651860559,0.00000000000000000000,0.43186860094651860559,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,1283.94535061399981441907,1285.24095641683937023584,131.71992328868817470495,218.09364347799189582295,2395.14326084939218660214
India,Tamil Nadu,Madurai,"Calendar Year (Jan - Dec), 2023",Civil,18-Jan-2023,13100,10735,7731,6299,1322,61,14,39262,32526,1253,518,4693,3537,7968,15561,9863,1525,1354,5932,7293,15184
India,Uttar Pradesh,Mau,"Calendar Year (Jan - Dec), 2023",Civil,18-Jan-2023,4522,5906,5140,7011,9376,2401,162,34518,30682,748,2740,348,4431,637,26808,2607,230,170,9251,3799,24760
India,Tamil Nadu,Ariyalur,"Calendar Year (Jan - Dec), 2023",Civil,18-Jan-2023,2021,2128,1655,1450,440,7,0,7701,6052,213,248,1187,123,1393,4005,1556,205,252,1918,1522,4552
India,Odisha,Balangir,"Calendar Year (Jan - Dec), 2023",Total,18-Jan-2023,8630,10248,10581,10006,4539,239,22,44265,40192,788,2864,421,21041,7863,12150,1994,1927,633,2034,1970,26258
India,Telangana,Suryapet,"Calendar Year (Jan - Dec), 2023",Total,18-Jan-2023,12337,19930,11892,8756,533,0,0,53448,48228,564,565,4066,23262,9255,15803,4386,782,451,4008,6618,36
India,Uttar Pradesh,Gorakhpur,"Calendar Year (Jan - Dec), 2023",Criminal,18-Jan-2023,32490,94056,21894,48512,42705,9707,1101,250465,233276,487,16702,0,79123,5670,111647,52569,252,143,3403,19241,123867
India,Meghalaya,Ri Bhoi,"Calendar Year (Jan - Dec), 2023",Criminal,18-Jan-2023,382,302,152,242,102,18,0,1198,1142,5,51,0,369,209,520,100,63,118,3,40,267
India,Telangana,Narayanpet,"Calendar Year (Jan - Dec), 2023",Civil,18-Jan-2023,1590,823,570,381,55,2,0,3421,2913,150,0,358,772,951,642,897,115,81,615,655,0
India,Tamil Nadu,Tuticorin,"Calendar Year (Jan - Dec), 2023",Civil,18-Jan-2023,4970.17722217651253358586,3706.15440389995063352826,2499.40761957654544456702,1887.14656697383577422662,279.46754497833360759086,8.88766044100707585978,0.00000000000000000000,13351.24101804618506935840,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,419.69507638088969337850,466.10841423948220064624,3179.80740222697602983240,2056.01211535297021556244,9836.66507254127584880762
India,Punjab,Patiala,"Calendar Year (Jan - Dec), 2023",Criminal,18-Jan-2023,13529,14363,9856,2625,55,1,0,40429,34034,1619,4776,0,2617,1107,33198,3492,2198,2783,1856,3149,25350
India,Rajasthan,Bikaner,"Calendar Year (Jan - Dec), 2023",Civil,18-Jan-2023,5231,4719,4088,5396,1846,160,41,21481,10881,1063,4035,5502,9340,4715,6154,429,233,225,1292,2149,10592
India,Uttar Pradesh,Mahoba,"Calendar Year (Jan - Dec), 2023",Criminal,18-Jan-2023,6409,9949,6291,3525,2310,42,0,28526,27395,95,1035,0,15664,168,9953,740,1178,660,302,1135,16219
India,Odisha,Cuttack,"Calendar Year (Jan - Dec), 2023",Criminal,18-Jan-2023,17058,25054,31904,22346,13170,5307,491,115330,108430,797,5985,96,63596,21479,21600,2995,2623,1169,1445,4315,47409
India,Punjab,Shahid Bhagat Singh Nagar,"Calendar Year (Jan - Dec), 2023",Total,18-Jan-2023,5781,5229,2999,658,34,0,0,14701,10628,846,2354,872,6034,555,6401,1588,1045,993,2279,2382,5817
India,Madhya Pradesh,Ujjain,"Calendar Year (Jan - Dec), 2023",Civil,18-Jan-2023,4317,3316,2085,1516,197,4,3,11438,8414,589,1,2434,0,1940,1984,7511,560,393,2165,2620,12711
India,Manipur,Imphal East,"Calendar Year (Jan - Dec), 2023",Civil,18-Jan-2023,612.65380910996828354634,366.15286388804271865398,331.96660141200924615066,176.32914329743580554344,22.49096215528517927850,4.49819243105703585570,0.00000000000000000000,1514.09157229379826902862,760.19452084863905961330,41.38337036572472987244,582.96573906499184689872,115.15372623506011790592,85.46565619008368125830,299.57961590839858798962,962.61318024620567311980,132.24685747307685415758,100.75951045567760316768,132.24685747307685415758,506.49646773702223735182,275.28937678069059436884,456.11671250918343576798
India,Rajasthan,Dausa,"Calendar Year (Jan - Dec), 2023",Criminal,18-Jan-2023,5869,8326,5410,7282,1063,22,0,27972,24945,955,2072,0,8199,4283,13206,2255,853,366,335,730,12374
India,Telangana,Hyderabad,"Calendar Year (Jan - Dec), 2023",Civil,18-Jan-2023,15708,18141,13963,8416,1172,39,14,57453,45935,1550,0,9968,16482,17846,15535,6612,2141,2522,6818,11433,962
India,Punjab,Ludhiana,"Calendar Year (Jan - Dec), 2023",Criminal,18-Jan-2023,37020,34905,23897,6773,334,4,0,102933,89616,3859,9450,0,58798,3544,33565,6550,7032,6418,2212,6715,26590
India,Rajasthan,Bharatpur,"Calendar Year (Jan - Dec), 2023",Criminal,18-Jan-2023,11344,12196,10037,10494,2285,56,3,46415,33771,2212,10432,0,14176,4726,23511,3864,1458,956,725,3731,25290
India,Uttar Pradesh,Barabanki,"Calendar Year (Jan - Dec), 2023",Criminal,18-Jan-2023,18140,25038,18668,19162,17901,1207,152,100268,87631,384,12253,0,50650,661,38274,10274,780,530,1036,7427,55464
India,Rajasthan,Banswara,"Calendar Year (Jan - Dec), 2023",Total,18-Jan-2023,6834,6660,4422,1923,147,3,1,19990,16847,660,2011,473,5403,1321,10467,2064,778,644,555,1246,7712
India,Uttar Pradesh,Bijnor,"Calendar Year (Jan - Dec), 2023",Civil,18-Jan-2023,6450,6743,3546,3316,1570,290,160,22075,19885,913,761,516,415,1494,15477,4367,599,429,4061,3092,10152
India,Uttar Pradesh,Balrampur,"Calendar Year (Jan - Dec), 2023",Total,18-Jan-2023,15596,24597,13009,11739,9577,2908,302,77728,72981,315,4338,92,42005,1788,25238,6109,1881,1459,3842,4726,42551
India,Uttar Pradesh,Banda,"Calendar Year (Jan - Dec), 2023",Criminal,18-Jan-2023,10397,37495,10358,9012,8505,1754,187,77708,72469,243,4481,0,49277,1741,23581,2102,1362,1081,752,5121,37394
India,Uttar Pradesh,Saharanpur,"Calendar Year (Jan - Dec), 2023",Criminal,18-Jan-2023,44999,58116,30875,29797,21510,5034,452,190783,177347,1029,12404,3,70856,4133,104506,9869,3764,1779,1638,6782,112378
India,Maharashtra,Kolhapur,"Calendar Year (Jan - Dec), 2023",Civil,18-Jan-2023,10026,11619,12760,15541,4769,447,161,55323,34032,4320,3634,13337,12010,16011,24020,3277,762,573,14235,8686,36709
India,Tamil Nadu,Dharmapuri,"Calendar Year (Jan - Dec), 2023",Total,18-Jan-2023,7571,6468,4602,3131,616,103,26,22517,19380,453,1007,1670,2755,3353,10510,4372,4210,4215,2920,3657,16447
India,Maharashtra,Nanded,"Calendar Year (Jan - Dec), 2023",Total,18-Jan-2023,26423,29676,18873,16753,5508,1096,285,98614,72435,3129,13164,9881,48590,14713,30579,3723,3751,2463,8548,10447,83083
India,Telangana,Jagitial,"Calendar Year (Jan - Dec), 2023",Civil,18-Jan-2023,2935,3046,2271,2096,461,5,0,10814,9405,229,1,784,2203,2350,2978,3027,150,110,1782,2398,20
India,Rajasthan,Jodhpur,"Calendar Year (Jan - Dec), 2023",Criminal,18-Jan-2023,20486.00000000000000000000,25626.00000000000000000000,25718.00000000000000000000,26799.00000000000000000000,5969.00000000000000000000,136.00000000000000000000,4.00000000000000000000,104738.00000000000000000000,96260.00000000000000000000,2148.00000000000000000000,6330.00000000000000000000,0.00000000000000000000,47590.00000000000000000000,15916.00000000000000000000,34306.00000000000000000000,6754.00000000000000000000,2671.00000000000000000000,1649.00000000000000000000,898.00000000000000000000,4850.00000000000000000000,33218.00000000000000000000
India,Tamil Nadu,Chennai,"Calendar Year (Jan - Dec), 2023",Total,18-Jan-2023,70546.45616062185228004979,47193.47590116743740395914,41324.08506566069881305418,35020.82772181452694235156,8132.71064094155603400871,660.41052038938589657454,82.91126193647141213117,202960.87727253192878212909,173786.19807025488655893874,3473.90075018591871507780,7208.57251681457875314683,18166.84893182946556127471,93335.31966322906403593152,24530.38567529298835488487,60496.56685256359932295457,19173.68462279120650201462,23824.58450654085758631602,22371.48558603555917379707,9846.14149087431031760131,16865.96988557305738389184,99129.11781124801248831436
India,West Bengal,Murshidabad,"Calendar Year (Jan - Dec), 2023",Total,18-Jan-2023,28444,34932,39859,64218,24988,4417,1011,197869,170955,3225,18963,4243,100130,17314,51573,14158,3341,3046,10535,42766,8661
India,Uttar Pradesh,Mainpuri,"Calendar Year (Jan - Dec), 2023",Criminal,18-Jan-2023,15947,16299,11445,15978,13911,467,74,74121,66328,131,7662,0,30599,891,36689,5314,2023,1637,862,4476,68710
India,Telangana,Medak,"Calendar Year (Jan - Dec), 2023",Civil,18-Jan-2023,1372,1266,1007,401,22,0,0,4068,3291,111,0,666,1745,942,736,533,135,68,673,836,10
India,Madhya Pradesh,Shivpuri,"Calendar Year (Jan - Dec), 2023",Criminal,18-Jan-2023,9486.19850525766924479505,11502.20125488832884329766,5424.50224385156861040393,918.43424234523912980384,22.76291764433243532919,0.00000000000000000000,0.00000000000000000000,27354.09916398713826362967,24509.72415051707656206045,724.45459633266707221596,2119.92041713739462935326,0.00000000000000000000,0.00000000000000000000,231.58794472929521161002,15210.57744677153037279657,11906.98531212884910632543,2417.81773065670171779179,1860.62109440630340951640,328.57776773558124040396,1237.11508936589322441250,11096.42750557631586569036
India,West Bengal,Medinipur East,"Calendar Year (Jan - Dec), 2023",Criminal,18-Jan-2023,16929,15626,13458,22328,7276,1240,433,77290,62511,258,7736,1988,30806,7604,28084,6112,2335,1607,2193,6938,2112
